id;scenario;process;parameter;sector;category;specification;new;groups;input_groups;output_groups;year;unit;value
192;f_tra_tokio;x2x_import_coal;capacity_inst;x2x;import;[];0;;;;2021;GW;0.0
193;f_tra_tokio;x2x_import_coal;capacity_new;x2x;import;[];0;;;;2021;GW;0.0
194;f_tra_tokio;x2x_import_coal;costs_investment;x2x;import;[];0;;;;2021;MEUR/a;0.0
195;f_tra_tokio;x2x_import_coal;costs_fixed;x2x;import;[];0;;;;2021;MEUR/a;0.0
196;f_tra_tokio;x2x_import_coal;costs_variable;x2x;import;[];0;;;;2021;MEUR/a;0.0
197;f_tra_tokio;x2x_import_coal;flow_volume;x2x;import;[];0;;;['pri_coal'];2021;GWh;0.0
198;f_tra_tokio;x2x_import_coal;capacity_inst;x2x;import;[];0;;;;2028;GW;0.0
199;f_tra_tokio;x2x_import_coal;capacity_new;x2x;import;[];0;;;;2028;GW;0.0
200;f_tra_tokio;x2x_import_coal;costs_investment;x2x;import;[];0;;;;2028;MEUR/a;0.0
201;f_tra_tokio;x2x_import_coal;costs_fixed;x2x;import;[];0;;;;2028;MEUR/a;0.0
202;f_tra_tokio;x2x_import_coal;costs_variable;x2x;import;[];0;;;;2028;MEUR/a;0.0
203;f_tra_tokio;x2x_import_coal;flow_volume;x2x;import;[];0;;;['pri_coal'];2028;GWh;0.0
204;f_tra_tokio;x2x_import_coal;capacity_inst;x2x;import;[];0;;;;2035;GW;0.0
205;f_tra_tokio;x2x_import_coal;capacity_new;x2x;import;[];0;;;;2035;GW;0.0
206;f_tra_tokio;x2x_import_coal;costs_investment;x2x;import;[];0;;;;2035;MEUR/a;0.0
207;f_tra_tokio;x2x_import_coal;costs_fixed;x2x;import;[];0;;;;2035;MEUR/a;0.0
208;f_tra_tokio;x2x_import_coal;costs_variable;x2x;import;[];0;;;;2035;MEUR/a;0.0
209;f_tra_tokio;x2x_import_coal;flow_volume;x2x;import;[];0;;;['pri_coal'];2035;GWh;0.0
210;f_tra_tokio;x2x_import_coal;capacity_inst;x2x;import;[];0;;;;2042;GW;0.0
211;f_tra_tokio;x2x_import_coal;capacity_new;x2x;import;[];0;;;;2042;GW;0.0
212;f_tra_tokio;x2x_import_coal;costs_investment;x2x;import;[];0;;;;2042;MEUR/a;0.0
213;f_tra_tokio;x2x_import_coal;costs_fixed;x2x;import;[];0;;;;2042;MEUR/a;0.0
214;f_tra_tokio;x2x_import_coal;costs_variable;x2x;import;[];0;;;;2042;MEUR/a;0.0
215;f_tra_tokio;x2x_import_coal;flow_volume;x2x;import;[];0;;;['pri_coal'];2042;GWh;0.0
216;f_tra_tokio;x2x_import_coal;capacity_inst;x2x;import;[];0;;;;2049;GW;0.0
217;f_tra_tokio;x2x_import_coal;capacity_new;x2x;import;[];0;;;;2049;GW;0.0
218;f_tra_tokio;x2x_import_coal;costs_investment;x2x;import;[];0;;;;2049;MEUR/a;0.0
219;f_tra_tokio;x2x_import_coal;costs_fixed;x2x;import;[];0;;;;2049;MEUR/a;0.0
220;f_tra_tokio;x2x_import_coal;costs_variable;x2x;import;[];0;;;;2049;MEUR/a;0.0
221;f_tra_tokio;x2x_import_coal;flow_volume;x2x;import;[];0;;;['pri_coal'];2049;GWh;0.0
222;f_tra_tokio;x2x_import_coal;capacity_inst;x2x;import;[];0;;;;2056;GW;0.0
223;f_tra_tokio;x2x_import_coal;capacity_new;x2x;import;[];0;;;;2056;GW;0.0
224;f_tra_tokio;x2x_import_coal;costs_investment;x2x;import;[];0;;;;2056;MEUR/a;0.0
225;f_tra_tokio;x2x_import_coal;costs_fixed;x2x;import;[];0;;;;2056;MEUR/a;0.0
226;f_tra_tokio;x2x_import_coal;costs_variable;x2x;import;[];0;;;;2056;MEUR/a;0.0
227;f_tra_tokio;x2x_import_coal;flow_volume;x2x;import;[];0;;;['pri_coal'];2056;GWh;0.0
228;f_tra_tokio;x2x_import_coal;capacity_inst;x2x;import;[];0;;;;2063;GW;0.0
229;f_tra_tokio;x2x_import_coal;capacity_new;x2x;import;[];0;;;;2063;GW;0.0
230;f_tra_tokio;x2x_import_coal;costs_investment;x2x;import;[];0;;;;2063;MEUR/a;0.0
231;f_tra_tokio;x2x_import_coal;costs_fixed;x2x;import;[];0;;;;2063;MEUR/a;0.0
